series_id,station_id,station,river,variable,var_id,unit,network,province,procedure,lat,lon,live,percentiles
29907,1091,Gral. Alvear,Arroyo Las Flores,Altura hidrométrica media diaria,39,,alturas_bdhi,,,-35.987583333,-60.019236111,True,
29908,1092,RN2,Canal 9,Altura hidrométrica media diaria,39,,alturas_bdhi,,,-36.2803833333333,-57.6994916666667,True,
3041,1094,RP38,Salado Santafesino,Altura hidrométrica,2,,alturas_bdhi,,,-29.867045,-60.337943,True,
6407,1094,RP38,Salado Santafesino,Caudal,4,,alturas_bdhi,,,-29.867045,-60.337943,True,
26765,1257,Arroyo Borches,Arroyo Borches,Altura hidrométrica media mensual,33,,ina_delta,,,-34.0752137139779,-58.4426647718186,True,
26385,1257,Arroyo Borches,Arroyo Borches,Altura hidrométrica media diaria,39,,ina_delta,,,-34.0752137139779,-58.4426647718186,True,
4043,1260,Ensayo ICyA - INTA Castelar,,precipitación horaria,31,,red_inta,,,,,True,
2115,1261,Las Rosas - EEA Oliveros,,precipitación diaria 12Z,1,,red_inta,,,-32.4900016784668,-61.5699996948242,True,
4002,1261,Las Rosas - EEA Oliveros,,precipitación horaria,31,,red_inta,,,-32.4900016784668,-61.5699996948242,True,
2189,1299,Bordenave - EEA Bordenave,,precipitación diaria 12Z,1,,red_inta,,,-37.75,-63.0800018310547,True,
4046,1299,Bordenave - EEA Bordenave,,precipitación horaria,31,,red_inta,,,-37.75,-63.0800018310547,True,
2195,1341,Aldea Asuncion,,precipitación diaria 12Z,1,,red_inta,,,-32.9300003051758,-59.2400016784668,True,
4052,1341,Aldea Asuncion,,precipitación horaria,31,,red_inta,,,-32.9300003051758,-59.2400016784668,True,
2196,1342,Algarrobo,,precipitación diaria 12Z,1,,red_inta,,,-38.8899993896484,-63.1399993896484,True,
4053,1342,Algarrobo,,precipitación horaria,31,,red_inta,,,-38.8899993896484,-63.1399993896484,True,
2198,1344,Altamirano Norte,,precipitación diaria 12Z,1,,red_inta,,,-32.060001373291,-59.1599998474121,True,
2200,1346,Arandú,,precipitación diaria 12Z,1,,red_inta,,,-29.7800006866455,-57.4599990844727,True,
4057,1346,Arandú,,precipitación horaria,31,,red_inta,,,-29.7800006866455,-57.4599990844727,True,
4067,1347,Arroyo Barú,,precipitación horaria,31,,red_inta,,,-31.8500003814697,-58.4700012207031,True,
4068,1348,Arroyo del Medio,,precipitación horaria,31,,red_inta,,,-31.3099994659424,-59.0900001525879,True,
4069,1349,Atencio,,precipitación horaria,31,,red_inta,,,-30.6599998474121,-58.7700004577637,True,
2205,1351,Bariloche - EEA Bariloche,,precipitación diaria 12Z,1,,red_inta,,,-41.1199989318848,-71.25,True,
4071,1351,Bariloche - EEA Bariloche,,precipitación horaria,31,,red_inta,,,-41.1199989318848,-71.25,True,
4072,1352,Basavilbaso,,precipitación horaria,31,,red_inta,,,-32.3800010681152,-58.8800010681152,True,
2207,1353,Basualdo,,precipitación diaria 12Z,1,,red_inta,,,-30.2900009155273,-58.6599998474121,True,False
4074,1354,Bella Vista - EEA Bella Vista,,precipitación horaria,31,,red_inta,,,-28.4500007629395,-58.9900016784668,True,
4075,1355,Berduc,,precipitación horaria,31,,red_inta,,,-31.9400005340576,-58.2999992370605,True,
2211,1357,Bodegas Etchart,,precipitación diaria 12Z,1,,red_inta,,,-26.1000003814697,-65.9700012207031,True,
4077,1357,Bodegas Etchart,,precipitación horaria,31,,red_inta,,,-26.1000003814697,-65.9700012207031,True,
2213,1359,Buenaventura,,precipitación diaria 12Z,1,,red_inta,,,-24.9799995422363,-64.370002746582,True,
2214,1360,C. A. Cordero - EEA Alto Valle,,precipitación diaria 12Z,1,,red_inta,,,-38.7400016784668,-68.1100006103516,True,
4080,1360,C. A. Cordero - EEA Alto Valle,,precipitación horaria,31,,red_inta,,,-38.7400016784668,-68.1100006103516,True,
2216,1362,CAFER - Don Cristóbal,,precipitación diaria 12Z,1,,red_inta,,,-32.0699996948242,-59.9900016784668,True,
4312,1362,CAFER - Don Cristóbal,,precipitación horaria,31,,red_inta,,,-32.0699996948242,-59.9900016784668,True,
4083,1364,Calingasta - EEA San Juan,,precipitación horaria,31,,red_inta,,,-31.6200008392334,-69.4599990844727,True,
2220,1366,Capilla del Monte (EMC),,precipitación diaria 12Z,1,,red_inta,,,-30.8700008392334,-64.5500030517578,True,
4086,1367,Catuna - EEA La Rioja,,precipitación horaria,31,,red_inta,,,-30.9599990844727,-66.1699981689453,True,
2222,1368,Caucete - EEA San Juan,,precipitación diaria 12Z,1,,red_inta,,,-31.7000007629395,-68.2900009155273,True,
4087,1368,Caucete - EEA San Juan,,precipitación horaria,31,,red_inta,,,-31.7000007629395,-68.2900009155273,True,
4088,1369,Cañada Ombu - EEA Reconquista,,precipitación horaria,31,,red_inta,,,-28.3600006103516,-60.1500015258789,True,
4089,1370,Cañada Seca - EEA Villegas,,precipitación horaria,31,,red_inta,,,-34.5499992370605,-62.9000015258789,True,
2226,1372,CEAGRO,,precipitación diaria 12Z,1,,red_inta,,,-29.5599994659424,-58.0900001525879,True,
2227,1373,Centro de Conservación,,precipitación diaria 12Z,1,,red_inta,,,-27.3400001525879,-58.5999984741211,True,
2228,1374,Ceres - EEA Rafaela,,precipitación diaria 12Z,1,,red_inta,,,-29.8700008392334,-61.9599990844727,True,
4093,1374,Ceres - EEA Rafaela,,precipitación horaria,31,,red_inta,,,-29.8700008392334,-61.9599990844727,True,
4094,1375,Cerrito,,precipitación horaria,31,,red_inta,,,-31.5900001525879,-60.0800018310547,True,
2230,1376,Chacra 25 de Julio,,precipitación diaria 12Z,1,,red_inta,,,-43.4000015258789,-65.8199996948242,True,
2231,1377,Chajarí,,precipitación diaria 12Z,1,,red_inta,,,-30.7399997711182,-58.0099983215332,True,
4096,1377,Chajarí,,precipitación horaria,31,,red_inta,,,-30.7399997711182,-58.0099983215332,True,
2233,1379,Chavarria,,precipitación diaria 12Z,1,,red_inta,,,-28.8700008392334,-58.4599990844727,True,
2193,1380,Colan Conhué - EEA Esquel,,precipitación diaria 12Z,1,,red_inta,,,-43.2299995422363,-69.9199981689453,True,
4102,1381,Colonia Carlos Pellegrini,,precipitación horaria,31,,red_inta,,,-28.5499992370605,-57.2000007629395,True,
2235,1382,Colonia Carrasco,,precipitación diaria 12Z,1,,red_inta,,,-31.3199996948242,-59.5900001525879,True,
4103,1382,Colonia Carrasco,,precipitación horaria,31,,red_inta,,,-31.3199996948242,-59.5900001525879,True,
2238,1385,Colonia Santa Lucia,,precipitación diaria 12Z,1,,red_inta,,,-30.8799991607666,-58.5099983215332,True,
4106,1385,Colonia Santa Lucia,,precipitación horaria,31,,red_inta,,,-30.8799991607666,-58.5099983215332,True,
2239,1386,Colón,,precipitación diaria 12Z,1,,red_inta,,,-32.25,-58.1500015258789,True,
4107,1386,Colón,,precipitación horaria,31,,red_inta,,,-32.25,-58.1500015258789,True,
2240,1387,Comandante Fontana,,precipitación diaria 12Z,1,,red_inta,,,-25.3600006103516,-59.689998626709,True,
4108,1387,Comandante Fontana,,precipitación horaria,31,,red_inta,,,-25.3600006103516,-59.689998626709,True,
2241,1388,Coopecicor,,precipitación diaria 12Z,1,,red_inta,,,-30.6200008392334,-57.9799995422363,True,
2242,1389,Corrales,,precipitación diaria 12Z,1,,red_inta,,,-32.5699996948242,-60.0900001525879,True,
2243,1390,Crespo,,precipitación diaria 12Z,1,,red_inta,,,-32.0699996948242,-60.25,True,
4111,1390,Crespo,,precipitación horaria,31,,red_inta,,,-32.0699996948242,-60.25,True,False
2244,1391,Crucecita 7ma.,,precipitación diaria 12Z,1,,red_inta,,,-31.9699993133545,-59.8499984741211,True,
2246,1393,Cuchilla,,precipitación diaria 12Z,1,,red_inta,,,-33.0400009155273,-59.439998626709,True,
2247,1394,Curuzu Cuatia (Aeropuerto),,precipitación diaria 12Z,1,,red_inta,,,-29.75,-57.9799995422363,True,
2248,1395,De La Garma - ICyA CIRN,,precipitación diaria 12Z,1,,red_inta,,,-37.8400001525879,-60.3899993896484,True,
2249,1396,Dean Funes - EEA Manfredi,,precipitación diaria 12Z,1,,red_inta,,,-30.3400001525879,-64.3199996948242,True,
4118,1397,Derqui,,precipitación horaria,31,,red_inta,,,-27.8299999237061,-58.7900009155273,True,
4040,1401,EEA Cesareo Naredo,,precipitación horaria,31,,red_inta,,,-36.5,-62,True,
2165,1403,El Redomon,,precipitación diaria 12Z,1,,red_inta,,,-31.0799999237061,-58.2799987792969,True,
2168,1404,El Remanso,,precipitación diaria 12Z,1,,red_inta,,,-29.9899997711182,-58.3800010681152,True,
4123,1406,Est. Torrent - EEA Mercedes,,precipitación horaria,31,,red_inta,,,-28.7999992370605,-56.5,True,
2256,1407,Estacas,,precipitación diaria 12Z,1,,red_inta,,,-30.5900001525879,-59.2299995422363,True,
4124,1407,Estacas,,precipitación horaria,31,,red_inta,,,-30.5900001525879,-59.2299995422363,True,
2258,1409,Estancia San Nicolas,,precipitación diaria 12Z,1,,red_inta,,,-27.8700008392334,-57.3899993896484,True,
2259,1410,Famailla - EEA Famailla,,precipitación diaria 12Z,1,,red_inta,,,-27.0200004577637,-65.379997253418,True,False
4127,1410,Famailla - EEA Famailla,,precipitación horaria,31,,red_inta,,,-27.0200004577637,-65.379997253418,True,
2260,1411,Federación,,precipitación diaria 12Z,1,,red_inta,,,-31.0599994659424,-57.9199981689453,True,
2261,1412,Federal,,precipitación diaria 12Z,1,,red_inta,,,-30.9300003051758,-58.7900009155273,True,
2262,1413,Feliciano,,precipitación diaria 12Z,1,,red_inta,,,-30.4300003051758,-58.7700004577637,True,
2263,1414,G Conesa - EEA Valle Inferior,,precipitación diaria 12Z,1,,red_inta,,,-40.0699996948242,-64.6100006103516,True,
4131,1414,G Conesa - EEA Valle Inferior,,precipitación horaria,31,,red_inta,,,-40.0699996948242,-64.6100006103516,True,
4133,1416,Gancedo - EEA Las Breñas,,precipitación horaria,31,,red_inta,,,-27.4799995422363,-61.6599998474121,True,
2266,1418,Garabato - EEA Reconquista,,precipitación diaria 12Z,1,,red_inta,,,-28.8899993896484,-60.189998626709,True,
4134,1418,Garabato - EEA Reconquista,,precipitación horaria,31,,red_inta,,,-28.8899993896484,-60.189998626709,True,
2267,1419,General Paz (Caá Catí),,precipitación diaria 12Z,1,,red_inta,,,-27.7199993133545,-57.5999984741211,True,
4135,1419,General Paz (Caá Catí),,precipitación horaria,31,,red_inta,,,-27.7199993133545,-57.5999984741211,True,
4136,1420,Goya - EEA Bella Vista,,precipitación horaria,31,,red_inta,,,-29.1800003051758,-59.0900001525879,True,
2269,1421,Gral San Martin - EEA Anguil,,precipitación diaria 12Z,1,,red_inta,,,-38,-63.5200004577637,True,
2271,1423,Gualeguay,,precipitación diaria 12Z,1,,red_inta,,,-33.0999984741211,-59.2999992370605,True,
2273,1425,Gualjaina - EEA Esquel,,precipitación diaria 12Z,1,,red_inta,,,-42.7299995422363,-70.5,True,
4143,1427,Hasenkamp,,precipitación horaria,31,,red_inta,,,-31.5200004577637,-59.8400001525879,True,
4144,1428,Herliszka - EEA Corrientes,,precipitación horaria,31,,red_inta,,,-27.6200008392334,-58.3699989318848,True,
2277,1429,Hernandarias,,precipitación diaria 12Z,1,,red_inta,,,-31.2000007629395,-59.9700012207031,True,
2278,1430,Hinojal,,precipitación diaria 12Z,1,,red_inta,,,-32.3800010681152,-60.1699981689453,True,
4146,1430,Hinojal,,precipitación horaria,31,,red_inta,,,-32.3800010681152,-60.1699981689453,True,
4148,1432,Humaita,,precipitación horaria,31,,red_inta,,,-31.7999992370605,-58.189998626709,True,
4149,1433,Ibicuy-Copra,,precipitación horaria,31,,red_inta,,,-29.1700000762939,-57.9599990844727,True,
4150,1434,IDEVI - EEA Valle Inferior,,precipitación horaria,31,,red_inta,,,-40.7099990844727,-63.5299987792969,True,
2283,1435,Ing. Jacobacci - EEA Bariloche,,precipitación diaria 12Z,1,,red_inta,,,-41.3300018310547,-69.5500030517578,True,
2284,1436,Ing. Juárez - EEA Ing. Juárez,,precipitación diaria 12Z,1,,red_inta,,,-23.9500007629395,-61.75,True,
2287,1439,INTA - Alpachiri (Imetos),,precipitación diaria 12Z,1,,red_inta,,,-37.3699989318848,-63.7700004577637,True,
2288,1440,INTA - Alto Valle (EMC),,precipitación diaria 12Z,1,,red_inta,,,-39.0099983215332,-67.4000015258789,True,
4157,1441,INTA - Anguil (EMC),,precipitación horaria,31,,red_inta,,,-36.5,-63.9799995422363,True,
2290,1442,INTA - Añatuya,,precipitación diaria 12Z,1,,red_inta,,,-28.4500007629395,-62.8300018310547,True,
4159,1443,INTA - Balcarce (EMC),,precipitación horaria,31,,red_inta,,,-37.75,-58.2999992370605,True,
2292,1444,INTA - Barrow (EMC),,precipitación diaria 12Z,1,,red_inta,,,-38.3199996948242,-60.25,True,
4160,1444,INTA - Barrow (EMC),,precipitación horaria,31,,red_inta,,,-38.3199996948242,-60.25,True,
2293,1445,INTA - Basavilbaso,,precipitación diaria 12Z,1,,red_inta,,,-32.3699989318848,-58.8899993896484,True,
4161,1445,INTA - Basavilbaso,,precipitación horaria,31,,red_inta,,,-32.3699989318848,-58.8899993896484,True,
2295,1447,INTA - Bella Vista (EMC),,precipitación diaria 12Z,1,,red_inta,,,-28.4300003051758,-58.9199981689453,True,
4164,1448,INTA - Bordenave (EMC),,precipitación horaria,31,,red_inta,,,-37.8499984741211,-63.0200004577637,True,
2297,1449,INTA - Calafate,,precipitación diaria 12Z,1,,red_inta,,,-50.3400001525879,-72.2799987792969,True,
4165,1449,INTA - Calafate,,precipitación horaria,31,,red_inta,,,-50.3400001525879,-72.2799987792969,True,
4167,1451,INTA - Catamarca Sumalao (EMC),,precipitación horaria,31,,red_inta,,,-28.4799995422363,-65.7300033569336,True,
4168,1452,INTA - Cerrillos,,precipitación horaria,31,,red_inta,,,-24.8899993896484,-65.4700012207031,True,
2301,1453,INTA - Chubut,,precipitación diaria 12Z,1,,red_inta,,,-43.2700004577637,-65.3600006103516,True,
2302,1454,INTA - Cinco Saltos,,precipitación diaria 12Z,1,,red_inta,,,-38.8400001525879,-68.0699996948242,True,
2304,1456,INTA - Conc. del Uruguay (EMC),,precipitación diaria 12Z,1,,red_inta,,,-32.4900016784668,-58.3499984741211,True,
4175,1458,INTA - Consorcio de SG,,precipitación horaria,31,,red_inta,,,-39.3199996948242,-65.75,True,
4178,1461,INTA - Corrientes (EMC),,precipitación horaria,31,,red_inta,,,-27.6499996185303,-58.7700004577637,True,
2310,1462,INTA - El Colorado (EMC),,precipitación diaria 12Z,1,,red_inta,,,-26.2999992370605,-59.3800010681152,True,
2313,1465,INTA - General Galarza,,precipitación diaria 12Z,1,,red_inta,,,-32.7200012207031,-59.3899993896484,True,
4182,1465,INTA - General Galarza,,precipitación horaria,31,,red_inta,,,-32.7200012207031,-59.3899993896484,True,
2315,1467,INTA - Gral Villegas (EMC),,precipitación diaria 12Z,1,,red_inta,,,-34.9199981689453,-62.7299995422363,True,
2317,1470,INTA - Hilario Ascasubi (EMC),,precipitación diaria 12Z,1,,red_inta,,,-39.3800010681152,-62.6199989318848,True,
4186,1470,INTA - Hilario Ascasubi (EMC),,precipitación horaria,31,,red_inta,,,-39.3800010681152,-62.6199989318848,True,
2318,1471,INTA - Intendente Alvear,,precipitación diaria 12Z,1,,red_inta,,,-35.2400016784668,-63.5900001525879,True,
4187,1471,INTA - Intendente Alvear,,precipitación horaria,31,,red_inta,,,-35.2400016784668,-63.5900001525879,True,
4188,1472,INTA - La Abrita,,precipitación horaria,31,,red_inta,,,-28.0200004577637,-64.2200012207031,True,
2320,1473,INTA - La Consulta (EMC),,precipitación diaria 12Z,1,,red_inta,,,-33.7299995422363,-69.120002746582,True,
4190,1474,INTA - La Maria S.Estero (EMC),,precipitación horaria,31,,red_inta,,,-28.0200004577637,-64.2300033569336,True,
2322,1475,INTA - Lago Posadas,,precipitación diaria 12Z,1,,red_inta,,,-47.5699996948242,-71.7399978637695,True,
4191,1475,INTA - Lago Posadas,,precipitación horaria,31,,red_inta,,,-47.5699996948242,-71.7399978637695,True,
4192,1476,INTA - Las Breñas,,precipitación horaria,31,,red_inta,,,-27.0699996948242,-61.060001373291,True,
4193,1477,INTA - Los Antiguos,,precipitación horaria,31,,red_inta,,,-46.5299987792969,-71.629997253418,True,
2325,1478,INTA - Malbran,,precipitación diaria 12Z,1,,red_inta,,,-29.3500003814697,-62.439998626709,True,
4194,1478,INTA - Malbran,,precipitación horaria,31,,red_inta,,,-29.3500003814697,-62.439998626709,True,
2326,1479,INTA - Marcos Juarez (EMC),,precipitación diaria 12Z,1,,red_inta,,,-32.6800003051758,-62.1199989318848,True,
4195,1479,INTA - Marcos Juarez (EMC),,precipitación horaria,31,,red_inta,,,-32.6800003051758,-62.1199989318848,True,
4197,1481,INTA - Mercedes Ctes (EMC),,precipitación horaria,31,,red_inta,,,-29.1700000762939,-58.0200004577637,True,False
2329,1482,INTA - Naineck,,precipitación diaria 12Z,1,,red_inta,,,-25.2000007629395,-58.1199989318848,True,
4198,1482,INTA - Naineck,,precipitación horaria,31,,red_inta,,,-25.2000007629395,-58.1199989318848,True,
2330,1483,INTA - Oliveros (EMC),,precipitación diaria 12Z,1,,red_inta,,,-32.5499992370605,-60.8499984741211,True,
4201,1485,INTA - Parana,,precipitación horaria,31,,red_inta,,,-31.8600006103516,-60.5299987792969,True,
2333,1486,INTA - Pergamino,,precipitación diaria 12Z,1,,red_inta,,,-33.939998626709,-60.5800018310547,True,
4203,1487,INTA - Picún Leufú,,precipitación horaria,31,,red_inta,,,-39.5400009155273,-69.3000030517578,True,
2336,1489,INTA - Pomona,,precipitación diaria 12Z,1,,red_inta,,,-39.4799995422363,-65.6500015258789,True,
2337,1490,INTA - Potrok Aike,,precipitación diaria 12Z,1,,red_inta,,,-51.9500007629395,-70.4100036621094,True,
2338,1491,INTA - R de la Frontera,,precipitación diaria 12Z,1,,red_inta,,,-25.8199996948242,-64.9599990844727,True,
4207,1491,INTA - R de la Frontera,,precipitación horaria,31,,red_inta,,,-25.8199996948242,-64.9599990844727,True,
2339,1492,INTA - Rafaela (EMC),,precipitación diaria 12Z,1,,red_inta,,,-31.1800003051758,-61.5499992370605,True,
2342,1495,INTA - Roque Saenz Peña (EMC),,precipitación diaria 12Z,1,,red_inta,,,-26.8700008392334,-60.4500007629395,True,
4212,1496,INTA - Río Gallegos,,precipitación horaria,31,,red_inta,,,-51.6300010681152,-69.2300033569336,True,
2344,1497,INTA - Salta (EMC),,precipitación diaria 12Z,1,,red_inta,,,-24.8999996185303,-65.5,True,False
4213,1497,INTA - Salta (EMC),,precipitación horaria,31,,red_inta,,,-24.8999996185303,-65.5,True,
2346,1499,INTA - San José de Yatasto,,precipitación diaria 12Z,1,,red_inta,,,-25.6000003814697,-64.9700012207031,True,
4216,1500,INTA - San Juan (EMC),,precipitación horaria,31,,red_inta,,,-31.3700008392334,-68.3199996948242,True,
4218,1502,INTA - San Patricio,,precipitación horaria,31,,red_inta,,,-38.5699996948242,-68.3600006103516,True,
4220,1504,INTA - Tostado,,precipitación horaria,31,,red_inta,,,-29.1399993896484,-61.8400001525879,True,
2352,1505,INTA - Trelew (EMC),,precipitación diaria 12Z,1,,red_inta,,,-43.2299995422363,-65.3000030517578,True,
2353,1506,INTA - Valle Inferior,,precipitación diaria 12Z,1,,red_inta,,,-40.7999992370605,-63.060001373291,True,
2354,1507,INTA - Yuto,,precipitación diaria 12Z,1,,red_inta,,,-23.5900001525879,-64.5100021362305,True,
29661,1508,INTA DELTA del Parana (EMC),,Altura hidrométrica,2,,red_inta,,,-34.1800003051758,-58.8600006103516,True,
2357,1510,Isletas,,precipitación diaria 12Z,1,,red_inta,,,-32.2200012207031,-60.3600006103516,True,
4225,1510,Isletas,,precipitación horaria,31,,red_inta,,,-32.2200012207031,-60.3600006103516,True,
4226,1511,Ita Ibate,,precipitación horaria,31,,red_inta,,,-27.4400005340576,-57.3800010681152,True,
4227,1512,Jubileo,,precipitación horaria,31,,red_inta,,,-31.7099990844727,-58.6399993896484,True,
4233,1518,La Guevarina - EEA Rama Caida,,precipitación horaria,31,,red_inta,,,-34.7900009155273,-68.0199966430664,True,
2367,1520,La Paz 2,,precipitación diaria 12Z,1,,red_inta,,,-30.7399997711182,-59.560001373291,True,
4235,1520,La Paz 2,,precipitación horaria,31,,red_inta,,,-30.7399997711182,-59.560001373291,True,
4236,1521,La Picada,,precipitación horaria,31,,red_inta,,,-31.7099990844727,-60.3199996948242,True,
2369,1522,Laguna Yema (DAVIS),,precipitación diaria 12Z,1,,red_inta,,,-24.2800006866455,-61.2400016784668,True,
4238,1523,Larroque,,precipitación horaria,31,,red_inta,,,-33.0499992370605,-59.0099983215332,True,
2371,1524,Las Delicias,,precipitación diaria 12Z,1,,red_inta,,,-31.9200000762939,-60.4199981689453,True,
4239,1524,Las Delicias,,precipitación horaria,31,,red_inta,,,-31.9200000762939,-60.4199981689453,True,
2372,1525,Las Lajitas,,precipitación diaria 12Z,1,,red_inta,,,-24.7399997711182,-64.25,True,
4241,1526,Las Moscas,,precipitación horaria,31,,red_inta,,,-32.0999984741211,-58.9700012207031,True,
2374,1527,Lincoln - EEA Villegas,,precipitación diaria 12Z,1,,red_inta,,,-34.8400001525879,-61.5999984741211,True,
4242,1527,Lincoln - EEA Villegas,,precipitación horaria,31,,red_inta,,,-34.8400001525879,-61.5999984741211,True,
2376,1529,Los Arrieta - EEA Famailla,,precipitación diaria 12Z,1,,red_inta,,,-27.2600002288818,-65.370002746582,True,
4244,1529,Los Arrieta - EEA Famailla,,precipitación horaria,31,,red_inta,,,-27.2600002288818,-65.370002746582,True,
2378,1531,Los Juríes - EEA E Santiago,,precipitación diaria 12Z,1,,red_inta,,,-28.6100006103516,-62.1599998474121,True,
2379,1532,Lucas Gonzalez,,precipitación diaria 12Z,1,,red_inta,,,-32.4099998474121,-59.5499992370605,True,
2380,1533,Lucas Norte,,precipitación diaria 12Z,1,,red_inta,,,-31.3799991607666,-58.9099998474121,True,
4248,1533,Lucas Norte,,precipitación horaria,31,,red_inta,,,-31.3799991607666,-58.9099998474121,True,
4249,1534,Lucas Sur,,precipitación horaria,31,,red_inta,,,-31.6399993896484,-58.9599990844727,True,
2382,1535,Macia,,precipitación diaria 12Z,1,,red_inta,,,-32.1500015258789,-59.4099998474121,True,
2383,1536,Malargüe - EEA Rama Caida,,precipitación diaria 12Z,1,,red_inta,,,-35.3800010681152,-69.5699996948242,True,
4251,1536,Malargüe - EEA Rama Caida,,precipitación horaria,31,,red_inta,,,-35.3800010681152,-69.5699996948242,True,
4255,1540,Maria Grande,,precipitación horaria,31,,red_inta,,,-31.6900005340576,-59.9099998474121,True,
2388,1541,Maria Grande 2da.,,precipitación diaria 12Z,1,,red_inta,,,-31.6900005340576,-59.6500015258789,True,
4258,1543,Medanos - EEA Hilario Ascasubi,,precipitación horaria,31,,red_inta,,,-38.8699989318848,-62.6599998474121,True,
2391,1544,Mojones,,precipitación diaria 12Z,1,,red_inta,,,-31.5599994659424,-59.2099990844727,True,
4259,1544,Mojones,,precipitación horaria,31,,red_inta,,,-31.5599994659424,-59.2099990844727,True,
2393,1546,Mojones Sur,,precipitación diaria 12Z,1,,red_inta,,,-31.6499996185303,-59.2000007629395,True,
2394,1547,Molino Doll,,precipitación diaria 12Z,1,,red_inta,,,-32.3300018310547,-60.4000015258789,True,
4262,1547,Molino Doll,,precipitación horaria,31,,red_inta,,,-32.3300018310547,-60.4000015258789,True,
2396,1549,Monte Quemado - EEA E Santiago,,precipitación diaria 12Z,1,,red_inta,,,-25.8600006103516,-62.7099990844727,True,
4264,1549,Monte Quemado - EEA E Santiago,,precipitación horaria,31,,red_inta,,,-25.8600006103516,-62.7099990844727,True,
2413,1550,Montecarlo - EEA Montecarlo,,precipitación diaria 12Z,1,,red_inta,,,-26.5699996948242,-54.7299995422363,True,
4269,1551,Montoya,,precipitación horaria,31,,red_inta,,,-32.5800018310547,-59.8899993896484,True,
2415,1552,Mora Cue,,precipitación diaria 12Z,1,,red_inta,,,-28.3600006103516,-56.1599998474121,True,
2417,1554,Morillo - EEA Salta,,precipitación diaria 12Z,1,,red_inta,,,-23.4599990844727,-62.8899993896484,True,
4272,1554,Morillo - EEA Salta,,precipitación horaria,31,,red_inta,,,-23.4599990844727,-62.8899993896484,True,
4274,1556,Nogoyá,,precipitación horaria,31,,red_inta,,,-32.4099998474121,-59.810001373291,True,
2420,1557,Nueva Pompeya - EEA Sáenz Peña,,precipitación diaria 12Z,1,,red_inta,,,-24.8999996185303,-61.4700012207031,True,
2421,1558,Oro Verde,,precipitación diaria 12Z,1,,red_inta,,,-31.8500003814697,-60.5200004577637,True,
2422,1559,P de Los Llanos - EEA La Rioja,,precipitación diaria 12Z,1,,red_inta,,,-30.1499996185303,-66.5500030517578,True,
2424,1561,P. de la Plaza -EEA Sáenz Peña,,precipitación diaria 12Z,1,,red_inta,,,-26.9300003051758,-59.7999992370605,True,
4279,1561,P. de la Plaza -EEA Sáenz Peña,,precipitación horaria,31,,red_inta,,,-26.9300003051758,-59.7999992370605,True,
2425,1562,P. Roca - EEA El Colorado,,precipitación diaria 12Z,1,,red_inta,,,-26.1499996185303,-59.5800018310547,True,
4280,1562,P. Roca - EEA El Colorado,,precipitación horaria,31,,red_inta,,,-26.1499996185303,-59.5800018310547,True,
4281,1563,Pajonal,,precipitación horaria,31,,red_inta,,,-32.4799995422363,-60.310001373291,True,
4282,1564,Palavecino,,precipitación horaria,31,,red_inta,,,-32.9199981689453,-58.7400016784668,True,
2428,1565,Palmita - Perugorria,,precipitación diaria 12Z,1,,red_inta,,,-29.3199996948242,-58.7999992370605,True,
4283,1565,Palmita - Perugorria,,precipitación horaria,31,,red_inta,,,-29.3199996948242,-58.7999992370605,True,
2429,1566,Palo Santo - ICyA CIRN,,precipitación diaria 12Z,1,,red_inta,,,-25.5699996948242,-59.3400001525879,True,
2430,1567,Pampa Infierno -EA Sáenz Peña,,precipitación diaria 12Z,1,,red_inta,,,-26.5,-61.2000007629395,True,
4285,1567,Pampa Infierno -EA Sáenz Peña,,precipitación horaria,31,,red_inta,,,-26.5,-61.2000007629395,True,
4286,1568,Paraná,,precipitación horaria,31,,red_inta,,,-31.7299995422363,-60.5299987792969,True,
2432,1569,Pareditas - EEA Consulta,,precipitación diaria 12Z,1,,red_inta,,,-33.9500007629395,-69.0800018310547,True,
4288,1570,Parque Nacional Mburucuya,,precipitación horaria,31,,red_inta,,,-28.0400009155273,-58.0999984741211,True,
4290,1572,Paso de los Indios EEA Chubut,,precipitación horaria,31,,red_inta,,,-43.3600006103516,-68.5800018310547,True,
4292,1574,Perdices,,precipitación horaria,31,,red_inta,,,-33.2299995422363,-58.7000007629395,True,
2438,1575,Picada Veron,,precipitación diaria 12Z,1,,red_inta,,,-30.8500003814697,-59.3899993896484,True,
2439,1576,Pje Galarza - EEA Mercedes,,precipitación diaria 12Z,1,,red_inta,,,-28.1599998474121,-56.7099990844727,True,
2440,1577,Plottier - IPAF Patagonia,,precipitación diaria 12Z,1,,red_inta,,,-38.9500007629395,-68.3300018310547,True,
4311,1577,Plottier - IPAF Patagonia,,precipitación horaria,31,,red_inta,,,-38.9500007629395,-68.3300018310547,True,
2442,1579,Posadas Sede,,precipitación diaria 12Z,1,,red_inta,,,-27.3700008392334,-55.8899993896484,True,
4329,1580,Presa,,precipitación horaria,31,,red_inta,,,-27.4799995422363,-56.7099990844727,True,
2444,1581,Pueblo Brugo,,precipitación diaria 12Z,1,,red_inta,,,-31.4300003051758,-60.0900001525879,True,False
2445,1582,Pueblo Cazes,,precipitación diaria 12Z,1,,red_inta,,,-32,-58.5299987792969,True,
4331,1582,Pueblo Cazes,,precipitación horaria,31,,red_inta,,,-32,-58.5299987792969,True,
