series_id,station,river,network,lat,lon,cat_start,cat_end,donor_series_id,donor_station,donor_river,match_type,match_km,river_agrees,combined_years,tier
36786,CIRHBAS - PF EL AGUARA,,sat2,-27.0722222222222,-60.0758333333333,2024-09-14T09:00:00,2026-08-30T20:00:00,,,,,,,2.0,3
36827,Aguapey - Caá Caraí,,sat2,-27.8244444444444,-56.2583333333333,2024-09-13T16:00:00,2026-08-30T20:00:00,30097,Aguapey - Caa Caraí,Aguapey,coords,0.01,unknown,2.2,3
36832,Aº Feliciano - Paso Correa RP2,,sat2,-30.3930555555556,-58.7075,2024-09-13T16:00:00,2026-08-30T21:00:00,6542,Arroyo Feliciano - Rp Nº 2-Paso Correa,Arroyo Feliciano,coords,0.01,unknown,11.3,2
36835,Aº Los Amores - RN Nº11,,sat2,-28.5558333333333,-59.3558333333333,2024-09-13T16:00:00,2026-08-30T20:00:00,29955,Los Amores - Ruta Nacional Nº 011,Los Amores,coords,0.01,unknown,25.3,2
36837,Aº Medrano Reser. - Tecnópolis,,sat2,-34.5611111111111,-58.5077777777778,2024-09-13T15:15:00,2026-08-30T21:00:00,,,,,,,2.0,3
36838,Aº Pavón - Cnel. Bogado,,sat2,-33.36,-60.5766666666667,2024-09-13T16:00:00,2026-08-30T21:00:00,140,Cnel. Bogado,PAVON,coords,0.01,unknown,25.3,2
36844,Aº Tapalqué - Av de los Trabaj,,sat2,-36.8791666666667,-60.3108333333333,2024-09-13T16:00:00,2026-08-30T18:00:00,,,,,,,2.0,3
36845,Aº Vallimanca - RN 226,,sat2,-36.3711111111111,-60.9555555555556,2024-09-13T16:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
36848,Azul - Puesto 1,,sat2,-41.9588888888889,-71.5661111111111,2024-09-13T16:00:00,2026-08-30T16:00:00,6209,AZUL - PUESTO 1,Azul,coords,0.01,unknown,7.1,3
36858,Bermejo - Balapuca MET,,sat2,-22.4925,-64.4636111111111,2024-09-24T16:00:00,2026-08-28T16:00:00,6343,Bermejo - Balapuca,Bermejo,coords,0.01,unknown,25.3,2
36859,Bermejo - P. Sarmiento,,sat2,-23.1438888888889,-64.1947222222222,2024-09-13T16:00:00,2026-08-30T20:00:00,,,,,,,2.0,3
36860,Bermejo - Santa Victoria Oeste,,sat2,-22.2486111111111,-64.9613888888889,2024-09-13T16:00:00,2026-08-30T20:00:00,,,,,,,2.0,3
36862,Blanco - Angualasto,,sat2,-30.0505555555556,-69.17,2024-09-13T16:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
36871,Canal 9 - Autovia 2,,sat2,-36.2811111111111,-57.7038888888889,2024-09-13T16:00:00,2026-08-30T21:00:00,29908,RN2,Canal 9,coords,0.4,unknown,11.4,2
36886,Chubut - Las Plumas,,sat2,-43.7233333333333,-67.2866666666667,2024-09-13T16:00:00,2026-08-30T21:00:00,,,,,,,2.0,3
36905,Diamante - Monte Comán,,sat2,-34.5705555555556,-67.865,2024-09-13T16:00:00,2026-08-30T21:00:00,,,,,,,2.0,3
36906,Dique Paso de Las Carretas,,sat2,-33.3336111111111,-65.8669444444444,2024-09-13T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
36917,Dulce III – Los Quiroga,,sat2,-27.6058333333333,-64.4075,2024-09-13T16:00:00,2026-08-30T20:00:00,,,,,,,2.0,3
36920,Empedrado-Ruta Provincial Nº6,,sat2,-27.8013888888889,-58.5052777777778,2024-10-07T12:00:00,2026-08-30T16:00:00,42630,Empedrado - Rp Nº 6,Empedrado,coords,0.04,unknown,10.7,2
36950,Grande - Ume Pay,,sat2,-32.2183333333333,-64.7513888888889,2024-09-13T16:00:00,2026-08-30T20:00:00,,,,,,,2.0,3
36960,Gualeguaychú - RN Nº 39,,sat2,-32.445,-58.5547222222222,2024-10-09T12:00:00,2026-08-30T16:00:00,1,Ruta Provincial nº 39,GUALEGUAYCHU,coords,0.02,unknown,25.3,2
36964,Iguazú - Pto. Iguazú,,sat2,-25.5933333333333,-54.58,2024-09-13T15:30:00,2026-08-30T18:30:00,6493,Iguazú - Puerto Iguazú,Iguazú,coords,0.02,unknown,25.3,2
37020,Manso - Steffen,,sat2,-41.5158333333333,-71.5361111111111,2024-09-13T16:00:00,2026-08-30T16:00:00,6203,Manso - Lago Steffen,Manso,coords,0.03,unknown,7.1,3
37029,Marapa - RN Nº 157 Lamadrid,,sat2,-27.6572222222222,-65.2447222222222,2024-09-13T16:00:00,2026-08-30T21:00:00,,,,,,,2.0,3
37038,Negro - Isla Jordán,,sat2,-38.9961111111111,-67.9733333333333,2024-09-13T18:00:00,2026-08-30T20:00:00,,,,,,,2.0,3
37040,Negro - Paso Cordova,,sat2,-39.1125,-67.6230555555556,2025-07-17T17:00:00,2026-08-30T21:00:00,,,,,,,1.1,3
37042,Negro - San Fernando,,sat2,-27.4355555555556,-58.9822222222222,2024-09-19T04:00:00,2026-08-30T21:00:00,,,,,,,1.9,3
37043,Neuquén - Dique Ballester,,sat2,-38.7247222222222,-68.1705555555556,2024-09-13T16:00:00,2026-08-30T20:00:00,,,,,,,2.0,3
37055,Nogoya - RP Nº 11,,sat2,-32.8419444444444,-59.8647222222222,2024-10-08T16:00:00,2026-08-30T16:00:00,29873,Nogoyá Ruta Provincial nº 11,NOGOYA,coords,0.01,unknown,25.3,2
37064,Paraná - HID Chapetón,,sat2,-31.5741666666667,-60.2833333333333,2024-09-13T16:00:00,2026-08-30T16:00:00,30073,PARANA - CHAPETON,Paraná,coords,0.01,unknown,2.2,3
37065,Paraná - Ita Cajón,,sat2,-25.6047222222222,-54.5941666666667,2024-09-13T17:00:00,2026-08-30T20:30:00,6499,Paraná - Itá Cajón,Paraná,coords,0.15,unknown,25.3,2
37066,Paranay - El Alcázar,,sat2,-26.7508333333333,-54.7558333333333,2024-09-13T16:00:00,2026-08-30T20:00:00,35456,Paranay - El Alcazar,Paranay,coords,0.05,unknown,25.3,2
37076,Pico - Frontera,,sat2,-44.2402777777778,-71.66,2024-09-13T20:00:00,2026-08-30T20:00:00,30035,Pico - Frontera,Río Pico,coords,0.01,unknown,2.2,3
39718,Puerto Belgrano,,estaciones_shn,-38.89583333,-62.10138889,2026-03-11T11:45:00,2026-08-30T20:45:00,,,,,,,0.5,3
43925,Lago Muster - Fortín,,sat2,-45.4797222222222,-69.2588888888889,2026-03-09T02:00:00,2026-08-30T21:00:00,,,,,,,0.5,3
38369,Aº Colastiné - Autopista - A01,,sat2,-32.0177777777778,-60.9902777777778,2024-09-16T20:00:00,2026-08-30T16:00:00,123,Autopista,COLASTINE,coords,0.01,unknown,14.9,2
38370,Aº El Monje - Autopista A01,,sat2,-32.3922222222222,-60.9408333333333,2024-09-16T20:00:00,2026-08-30T16:00:00,29395,Autopista,ELMONJE,coords,0.09,unknown,2.0,3
38328,Arrecifes - Arrecifes,,sat2,-34.0866666666667,-60.0072222222222,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38388,Atuel - El Sosneado,,sat2,-35.0833333333333,-69.6041666666667,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38404,Paraguay - Pto. Pilcomayo,,sat2,-25.3719444444444,-57.6502777777778,2024-09-16T20:00:00,2026-08-30T12:00:00,30067,Pilcomayo - Puerto Pilcomayo,Pilcomayo,coords,0.01,unknown,2.2,3
38397,De los Patos - La Plateada,,sat2,-31.8552777777778,-69.6605555555556,2024-09-16T20:00:00,2026-08-30T12:00:00,,,,,,,2.0,3
38332,Coronda - Coronda,,sat2,-31.9741666666667,-60.9138888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38407,Quemquemtreu - Escuela,,sat2,-41.8986111111111,-71.5025,2025-02-11T20:00:00,2026-08-30T12:00:00,6197,QUEMQUEMTREU - ESCUELA Nº 139,Quemquentreu ,coords,0.05,unknown,25.3,2
38323,Iguazú - Perfil Tipo,,sat2,-25.6766666666667,-54.4213888888889,2024-09-16T20:00:00,2026-08-30T12:00:00,30060,Iguazú - Perfil Tipo,Iguazú,coords,0.01,unknown,2.2,3
38383,Miriñay - Paso Ledesma,,sat2,-29.8458333333333,-57.675,2024-09-16T20:00:00,2026-08-30T16:00:00,130,Paso Ledesma,MIRIÑAY,coords,0.05,unknown,25.3,2
38385,Quequen Grande - Necochea,,sat2,-38.4625,-58.7588888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38381,Laguna Iberá - Carlos Pellegri,,sat2,-28.5380555555556,-57.1869444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38375,Colorado - Pichi Mahuida,,sat2,-38.8216666666667,-64.9813888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38341,Charles Fhur,,sat2,-50.2522222222222,-71.9077777777778,2024-09-16T20:00:00,2026-08-30T12:00:00,6131,Santa Cruz - Charles Fuhr,Santa Cruz,coords,0.01,unknown,7.1,3
38372,Canal Macapillo,,sat2,-25.4136111111111,-63.9761111111111,2024-09-16T20:00:00,2026-08-30T12:00:00,6337,Canal Macapillo - Macapillo,Canal Macapillo,coords,0.02,unknown,17.2,2
38303,Canal Liag - Quebrachal,,sat2,-25.3452777777778,-64.045,2024-09-16T20:00:00,2026-08-30T16:00:00,6368,JURAMENTO - EL QUEBRACHAL,Juramento,coords,0.16,unknown,24.9,2
38345,Carrenleufú - Poncho Moro,,sat2,-43.6716666666667,-71.4016666666667,2024-09-16T20:00:00,2026-08-30T16:00:00,170,Ruta Provincial Nº 044,Poncho Moro,coords,0.52,unknown,25.3,2
38394,Chubut - Ameghino,,sat2,-43.6983333333333,-66.475,2024-09-16T20:00:00,2026-08-30T12:00:00,6377,Chubut - Ameghino,Chubut,coords,0.01,unknown,7.1,3
38361,Mendoza - Guido,,sat2,-32.9152777777778,-69.2377777777778,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38310,Bermejo - El Colorado,,sat2,-26.3341666666667,-59.3625,2024-09-16T20:00:00,2026-08-30T12:00:00,6521,El Colorado,Bermejo,coords,0.01,unknown,25.3,2
38391,Bermejo - Puerto Lavalle,,sat2,-25.6511111111111,-60.1280555555556,2024-09-17T08:00:00,2026-08-30T12:00:00,,,,,,,1.9,3
38319,Abaucán - Tinogasta,,sat2,-27.9930555555556,-67.6269444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38312,Cuarto - RN Nº 8,,sat2,-33.1605555555556,-64.26,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38314,Gualeguay - Rosario del Tala,,sat2,-32.3086111111111,-59.0769444444445,2024-09-16T20:00:00,2026-08-30T16:00:00,851,Rosario del Tala,GUALEGUAY,coords,0.02,unknown,2.0,3
38326,PN - Los Glaciares,,sat2,-50.4261111111111,-72.7477777777778,2024-09-16T20:00:00,2026-08-30T16:00:00,6135,Lago Rico - Parque Nac. Los Glaciares,Lago Rico,coords,0.0,unknown,7.1,3
38384,Neuquen - Paso de Indios,,sat2,-38.5302777777778,-69.4022222222222,2024-09-16T20:00:00,2026-08-30T12:00:00,,,,,,,2.0,3
38387,Río Areco - San Antonio de Are,,sat2,-34.2405555555556,-59.4994444444444,2024-09-24T12:00:00,2026-08-30T16:00:00,,,,,,,1.9,3
38373,Atuel - Carmensa,,sat2,-35.1844444444444,-67.7269444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38337,Salado - RN Nº02,,sat2,-35.9622222222222,-57.8519444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38396,De las Vueltas,,sat2,-49.3433333333333,-72.8608333333333,2024-09-16T20:00:00,2026-08-30T12:00:00,29934,De las Vueltas - Parque Nac. los Glaciares,De las Vueltas,coords,0.01,unknown,18.7,2
38413,Senguerr - Nacimiento,,sat2,-44.9583333333333,-71.3419444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38415,Arenales - La Maroma,,sat2,-25.1538888888889,-65.42,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38301,Gualjaina - Gualjaina,,sat2,-42.6513888888889,-70.4355555555556,2024-09-16T20:00:00,2026-08-30T16:00:00,6385,GUALJAINA - GUALJAINA,Gualjaina,coords,0.35,unknown,7.1,3
38298,Atuel - Loma Negra,,sat2,-35.2641666666667,-69.2497222222222,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38300,Diamante - La Jaula,,sat2,-34.6686111111111,-69.3163888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38418,Juramento - Finca Agropecuari,,sat2,-25.1613888888889,-64.1061111111111,2024-09-16T20:00:00,2026-08-30T16:00:00,6353,Canal Finca Agropecuaria - Finca Agropecuaria,Canal Finca Agropecuaria,coords,0.07,unknown,17.2,2
38428,Atuel - La Angostura,,sat2,-35.0986111111111,-68.8747222222222,2024-09-16T20:00:00,2026-08-30T12:00:00,,,,,,,2.0,3
38456,Quinto - RP Nº26,,sat2,-34.7627777777778,-63.645,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38453,Miriñay - Paso Mesa,,sat2,-28.9166666666667,-57.2363888888889,2024-09-16T20:00:00,2026-08-30T12:00:00,6586,Miriñay - Paso Mesa,Miriñay,coords,0.15,unknown,15.7,2
38431,Pilcomayo - Puesto Jerez,,sat2,-22.7280555555556,-62.2133333333333,2024-09-16T20:00:00,2026-08-30T16:00:00,6520,Pilcomayo - Puesto Jerez,Pilcomayo,coords,0.01,unknown,11.3,2
38441,Paraná Guazú - Brazo Largo,Paraná Guazú,sat2,-33.8830555555556,-58.9,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38433,Aº Barrancas - Paso La Llana,,sat2,-30.2172222222222,-59.3244444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,6626,Barrancas - Paso la Llana,Barrancas,coords,0.02,unknown,2.0,3
38439,Nogoya - RN Nº12,,sat2,-32.3947222222222,-59.7638888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,29875,Ruta Nacional Nº 12,NOGOYA,coords,0.01,unknown,17.5,2
38426,Aº Saladillo - RN Nº205,,sat2,-35.4594444444445,-59.5747222222222,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38450,Lago San Martín - Brazo Chacab,,sat2,-49.1238888888889,-72.4855555555555,2024-09-20T16:00:00,2026-08-27T08:00:00,6134,LAGO SAN MARTIN - BRAZO CHACABUCO,Lago San Martin,coords,0.01,unknown,7.1,3
37849,Pilcomayo - Misión La Paz,,sat2,-22.3775,-62.5236111111111,2024-09-14T00:00:00,2026-08-29T00:00:00,6363,Pilcomayo - La Paz,Pilcomayo,coords,0.01,unknown,84.7,2
38458,Aº Riachuelo - RP Nº5,,sat2,-27.5105555555556,-58.5697222222222,2024-09-16T20:00:00,2026-08-30T16:00:00,6618,Riachuelo - Rp Nº 5,Riachuelo,coords,0.01,unknown,17.7,2
38459,Salado - RP Nº 41,,sat2,-35.7263888888889,-58.5363888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,114,Ruta Provincial nº 41,SALADOBONAERENSE,coords,0.19,unknown,11.4,2
38461,Paraná - Rosario,Paraná,sat2,-32.9513888888889,-60.6255555555556,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38464,Riacho Victoria - Victoria,Riacho Victoria,sat2,-32.6316666666667,-60.1652777777778,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38466,Paraná - Túnel subfluvial,Paraná,sat2,-31.72,-60.5175,2024-09-16T20:00:00,2026-08-30T16:00:00,6529,Paraná - Tunel Subfluvial,Paraná,coords,0.02,yes,25.3,2
38463,Paraná Las Palmas - Zárate,Paraná de las Palmas,sat2,-34.1019444444444,-59.0088888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
37883,Primero (Suquía) Camino Secund,,sat2,-30.9641666666667,-62.9961111111111,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38514,Primero (Suquía) Camino Secund,,sat2,-30.9641666666667,-62.9961111111111,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38529,Chubut - Valle Inferior,,sat2,-43.2908333333333,-65.5052777777778,2024-09-16T20:00:00,2026-08-30T16:00:00,30044,Chubut - Valle Inferior,Chubut,coords,0.6,unknown,18.7,2
37873,Paraná - La Paz,,sat2,-30.7325,-59.6386111111111,2024-10-11T00:00:00,2026-08-29T00:00:00,,,,,,,1.9,3
38506,Paraná - La Paz,,sat2,-30.7325,-59.6386111111111,2024-10-11T12:00:00,2026-08-30T16:00:00,,,,,,,1.9,3
38712,Carcarañá - Cruz Alta,,sat2,-33.0063888888889,-61.7875,2024-09-16T20:00:00,2026-08-30T16:00:00,6318,Carcaraña - Cruz Alta,Carcaraña,coords,0.09,unknown,2.0,3
38187,Tercero - Piedras Moras,,sat2,-32.1694444444444,-64.2327777777778,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38715,Tercero - Piedras Moras,,sat2,-32.1694444444444,-64.2327777777778,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38188,Neuquén - Neuquén,,sat2,-38.9497222222222,-68.0227777777778,2025-08-01T00:00:00,2026-08-29T00:00:00,,,,,,,1.1,3
38716,Neuquén - Neuquén,,sat2,-38.9497222222222,-68.0227777777778,2025-08-01T16:00:00,2026-08-30T16:00:00,,,,,,,1.1,3
37936,Mojotoro - Güemes,,sat2,-24.7316666666667,-65.0288888888889,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38551,Mojotoro - Güemes,,sat2,-24.7316666666667,-65.0288888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38719,Chubut - Gualjaina,,sat2,-42.6097222222222,-70.3844444444445,2024-09-17T12:00:00,2026-08-30T12:00:00,30006,CHUBUT - GUALJAINA,Chubut,coords,0.0,unknown,18.7,2
38503,Aº De las Chañaritas,,sat2,-34.2797222222222,-59.5894444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38028,Chico - Las Loicas,,sat2,-35.7925,-70.1419444444444,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38616,Chico - Las Loicas,,sat2,-35.7925,-70.1419444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38087,Grande - La Gotera,,sat2,-35.8716666666667,-69.8919444444444,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38655,Grande - La Gotera,,sat2,-35.8716666666667,-69.8919444444444,2024-09-16T20:00:00,2026-08-30T12:00:00,,,,,,,2.0,3
37993,Las Tapias - Las Tapias,,sat2,-32.8036111111111,-64.7763888888889,2024-12-19T00:00:00,2026-08-29T00:00:00,,,,,,,1.7,3
38594,Las Tapias - Las Tapias,,sat2,-32.8036111111111,-64.7763888888889,2024-12-19T20:00:00,2026-08-30T16:00:00,,,,,,,1.7,3
37846,Aº Las Flores - Gral. Alvear,,sat2,-35.9875,-60.0194444444444,2024-09-14T00:00:00,2026-08-29T00:00:00,29907,Gral. Alvear,Arroyo Las Flores,coords,0.02,unknown,11.4,2
38481,Aº Las Flores - Gral. Alvear,,sat2,-35.9875,-60.0194444444444,2024-09-16T20:00:00,2026-08-30T16:00:00,29907,Gral. Alvear,Arroyo Las Flores,coords,0.02,unknown,11.4,2
37964,Colorado - Pedro Luro,,sat2,-39.5247222222222,-62.6755555555556,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
37994,Paraná - Vuelta de Obligado,,sat2,-33.5941666666667,-59.8130555555556,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38635,Cuarto - La Carlota LIM,,sat2,-33.4075,-63.2941666666667,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38469,Paraná - Bella Vista,,sat2,-28.5052777777778,-59.0497222222222,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
37838,Aº Del Medio - Motomel,,sat2,-33.3505555555556,-60.3230555555556,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
37934,Uruguay - Concep. del Uruguay,,sat2,-32.4775,-58.2208333333333,2024-09-14T00:00:00,2026-08-29T00:00:00,6561,Uruguay  - Concepción,Uruguay,coords,0.02,unknown,25.3,2
38470,Grande - La Estrechura,,sat2,-35.3194444444444,-70.2886111111111,2024-09-16T20:00:00,2026-08-30T12:00:00,,,,,,,2.0,3
37843,Atuel - Paso de Loro,,sat2,-35.6361111111111,-67.4261111111111,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38479,Atuel - Paso de Loro,,sat2,-35.6361111111111,-67.4261111111111,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
37996,Mocoretá - RN Nº 127,,sat2,-30.1083333333333,-58.0588888888889,2024-09-14T00:00:00,2026-08-29T00:00:00,6580,Mocoretá - Rnnº 127,Mocoretá,coords,0.11,unknown,16.3,2
37851,Aº Del Doll - RN 11,,sat2,-32.3058333333333,-60.4261111111111,2024-09-14T00:00:00,2026-08-29T00:00:00,30074,DEL DOLL - RUTA PROVINCIAL Nº 011,Del Doll,coords,0.04,unknown,2.2,3
37899,Cuarto - Tincunaco,,sat2,-32.9033333333333,-64.7161111111111,2024-12-19T00:00:00,2026-08-29T00:00:00,,,,,,,1.7,3
38525,Cuarto - Tincunaco,,sat2,-32.9033333333333,-64.7161111111111,2024-12-19T20:00:00,2026-08-30T08:00:00,,,,,,,1.7,3
37841,Sauce Grande - RN Nº3,,sat2,-38.7608333333333,-61.6969444444444,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
37900,Aº De los Huesos - RN 226,,sat2,-37.0811111111111,-59.5388888888889,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38526,Aº De los Huesos - RN 226,,sat2,-37.0811111111111,-59.5388888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38511,Salado -A.Ab. Azud Cruz Bajada,,sat2,-25.7166666666667,-63.8916666666667,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
37876,Blanco - Calingasta - RP 142,,sat2,-31.3319444444444,-69.4138888888889,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38509,Blanco - Calingasta - RP 142,,sat2,-31.3319444444444,-69.4138888888889,2024-09-16T20:00:00,2026-08-30T12:00:00,,,,,,,2.0,3
37881,Colorado - Paso Alsina,,sat2,-39.3669444444444,-63.2375,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38058,Negro - Laguna Blanca,,sat2,-27.2633333333333,-59.1961111111111,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
37858,Piray Guazú - R. Nac. 12 Vieja,,sat2,-26.4858333333333,-54.5883333333333,2024-09-20T00:00:00,2026-08-29T00:00:00,6497,Piray Guazú - Puente Viejo- RN 12,Piray Guazú,coords,0.06,unknown,25.3,2
38492,Piray Guazú - R. Nac. 12 Vieja,,sat2,-26.4858333333333,-54.5883333333333,2024-09-20T12:00:00,2026-08-30T16:00:00,6497,Piray Guazú - Puente Viejo- RN 12,Piray Guazú,coords,0.06,unknown,25.3,2
38540,Piray Mini - Valle Hermoso,,sat2,-26.355,-54.4983333333333,2024-09-16T20:00:00,2026-08-30T16:00:00,6481,Piray Miní - Valle Hermoso,Piray Miní,coords,0.01,unknown,25.3,2
38680,Quinto - Dique Villa Mercedes,,sat2,-33.6538888888889,-65.5336111111111,2024-10-07T00:00:00,2026-08-30T16:00:00,,,,,,,1.9,3
37864,Trapiche - Hosteria El Trapich,,sat2,-33.1058333333333,-66.0633333333333,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38169,Quinto - Justo Daract,,sat2,-33.9186111111111,-65.1516666666667,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38706,Quinto - Justo Daract,,sat2,-33.9186111111111,-65.1516666666667,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
37965,De Las Barrancas-A.Corral RP23,,sat2,-32.6894444444444,-64.7202777777778,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38573,De Las Barrancas-A.Corral RP23,,sat2,-32.6894444444444,-64.7202777777778,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38496,Dulce - La Escuela - Río Hondo,,sat2,-27.5033333333333,-64.8558333333333,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38130,Paraguay - Isla del Cerrito,,sat2,-27.2891666666667,-58.61,2024-09-14T00:00:00,2026-08-29T00:00:00,6220,Paraguay - Isla del Cerrito,Paraguay,coords,0.04,unknown,10.0,2
38508,Negro-Obra de Ctrl. Agua Abajo,,sat2,-27.4563888888889,-58.8988888888889,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38618,Embalse Cruz Bajada,,sat2,-25.7158333333333,-63.8916666666667,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
37848,Canal de Dios - Cruz Bajada,,sat2,-25.7163888888889,-63.8905555555556,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
37861,Gastona - Atahona RN Nº157,,sat2,-27.4325,-65.2713888888889,2026-04-16T00:00:00,2026-08-29T00:00:00,,,,,,,0.4,3
38495,Gastona - Atahona RN Nº157,,sat2,-27.4325,-65.2713888888889,2026-06-05T20:00:00,2026-08-30T16:00:00,,,,,,,0.2,3
38576,Ledesma -Fraile Pintado-RN 34 ,,sat2,-23.9094444444444,-64.8080555555556,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38527,San Pedro - Ledesma - RN 34,,sat2,-24.2644444444444,-64.8986111111111,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
38497,San Juan - Dique de la Rosa,,sat2,-31.5025,-68.6425,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
37998,Vinchina - Los Palacios -RN 40,,sat2,-29.3488888888889,-68.2411111111111,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38598,Vinchina - Los Palacios -RN 40,,sat2,-29.3488888888889,-68.2411111111111,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
43134,Malargue - La Barda,,sat2,-35.5527777777778,-69.6825,2025-11-27T12:00:00,2026-08-30T16:00:00,,,,,,,0.8,3
37852,Vipos - Toma Obras Sanitarias,,sat2,-26.4775,-65.3163888888889,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
37867,Turbio - Turbio Viejo,,sat2,-51.6808333333333,-72.0783333333333,2024-09-18T00:00:00,2026-08-29T00:00:00,,,,,,,1.9,3
38501,Turbio - Turbio Viejo,,sat2,-51.6808333333333,-72.0783333333333,2024-09-18T04:00:00,2026-08-30T16:00:00,,,,,,,1.9,3
38577,El Tala - El Brete,,sat2,-26.0658333333333,-65.3411111111111,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
37868,Canal - Jume Esquina,,sat2,-27.6966666666667,-63.9333333333333,2024-09-14T00:00:00,2026-08-29T00:00:00,,,,,,,2.0,3
38502,Canal - Jume Esquina,,sat2,-27.6966666666667,-63.9333333333333,2024-09-16T20:00:00,2026-08-30T16:00:00,,,,,,,2.0,3
