series_id,station_id,station,river,variable,var_id,unit,network,procedure,lat,lon,live,n_obs,last_seen,percentiles
3330,1724,Paraná,,Altura hidrométrica,2,,estaciones_pvnymm,,-31.7208003997803,-60.5155982971191,,,,
26412,1724,Paraná,,Altura hidrométrica media diaria,39,,estaciones_pvnymm,,-31.7208003997803,-60.5155982971191,,,,
29634,1725,Diamante,,Altura hidrométrica,2,,estaciones_pvnymm,,-32.0560989379883,-60.6439018249512,,,,
26413,1725,Diamante,,Altura hidrométrica media diaria,39,,estaciones_pvnymm,,-32.0560989379883,-60.6439018249512,,,,
3333,1727,Hernandarias,,Altura hidrométrica,2,,estaciones_pvnymm,,-31.2299995422363,-59.9926986694336,,,,
26415,1727,Hernandarias,,Altura hidrométrica media diaria,39,,estaciones_pvnymm,,-31.2299995422363,-59.9926986694336,,,,
3334,1728,Santa Elena,,Altura hidrométrica,2,,estaciones_pvnymm,,-30.9685001373291,-59.8147010803223,,,,
26416,1728,Santa Elena,,Altura hidrométrica media diaria,39,,estaciones_pvnymm,,-30.9685001373291,-59.8147010803223,False,0,,
26417,1729,La Paz,,Altura hidrométrica media diaria,39,,estaciones_pvnymm,,-30.7325992584229,-59.6391983032227,,,,
3336,1730,Esquina,,Altura hidrométrica,2,,estaciones_pvnymm,,-30.0167007446289,-59.5368995666504,,,,
26418,1730,Esquina,,Altura hidrométrica media diaria,39,,estaciones_pvnymm,,-30.0167007446289,-59.5368995666504,,,,
3337,1731,Reconquista,,Altura hidrométrica,2,,estaciones_pvnymm,,-29.2353000640869,-59.5794982910156,,,,
3338,1732,Goya,,Altura hidrométrica,2,,estaciones_pvnymm,,-29.1431999206543,-59.2727012634277,,,,
3340,1734,Empedrado,,Altura hidrométrica,2,,estaciones_pvnymm,,-27.9589004516602,-58.8203010559082,,,,
3341,1735,Barranqueras,,Altura hidrométrica,2,,estaciones_pvnymm,,-27.4885005950928,-58.923900604248,,,,
26425,1737,Paso de la Patria,,Altura hidrométrica media diaria,39,,estaciones_pvnymm,,-27.3222999572754,-58.5824012756348,,,,
3344,1739,Atalaya,Río de la Plata,Altura hidrométrica,2,,estaciones_shn,,-35.015278,-57.536111,,,,
26427,1740,Pilote Norden,Río de la Plata,Altura hidrométrica media diaria,39,,estaciones_shn,,-34.62625,-57.927417,,,,
3346,1741,Santa Teresita,Mar Argentino,Altura hidrométrica,2,,estaciones_shn,,-36.541944,-56.686111,,,,
26428,1741,Santa Teresita,Mar Argentino,Altura hidrométrica media diaria,39,,estaciones_shn,,-36.541944,-56.686111,,,,
26429,1742,Mar del Plata,Mar Argentino,Altura hidrométrica media diaria,39,,estaciones_shn,,-38.035556,-57.531111,,,,
3348,1743,Arroyo Las Piedras - Rep. del Líbano,Cuenca Sarandí-Santo Domingo,Altura hidrométrica,2,,ina_delta,,-34.7383417,-58.3096056,True,849,2026-08-31T00:15:00.000Z,
35403,1743,Arroyo Las Piedras - Rep. del Líbano,Cuenca Sarandí-Santo Domingo,Altura hidrométrica,2,,ina_delta,,-34.7383417,-58.3096056,,,,
26430,1743,Arroyo Las Piedras - Rep. del Líbano,Cuenca Sarandí-Santo Domingo,Altura hidrométrica media diaria,39,,ina_delta,,-34.7383417,-58.3096056,,,,
3349,1744,Arroyo San Francisco,Cuenca Sarandí-Santo Domingo,Altura hidrométrica,2,,ina_delta,,-34.7277556,-58.3200389,,,,
26431,1744,Arroyo San Francisco,Cuenca Sarandí-Santo Domingo,Altura hidrométrica media diaria,39,,ina_delta,,-34.7277556,-58.3200389,,,,
29905,1753,Coronel Bogardo,Pavon,Altura hidrométrica media diaria,39,,alturas_bdhi,,-33.3600611111111,-60.576775,,,,
6060,1831,BarcaGrande,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.1624,-58.3756,True,72,2026-08-31T01:00:00.000Z,
29557,1831,BarcaGrande,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.1624,-58.3756,,,,
29555,1832,Bravo,Río de la Plata,Caudal,4,,puntos_FDelta,,-33.8976,-58.4588,,,,
29560,1833,CanaldelEste,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.3764,-58.4975,False,0,,
29551,1833,CanaldelEste,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.3764,-58.4975,,,,
6063,1834,Correntoso,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.1111,-58.3678,,,,
25479,1835,Guazu,Río de la Plata,Caudal medio diario,40,,puntos_FDelta,,-34.0047,-58.421,False,0,,
25459,1836,Gutierrez,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-33.8245,-58.4715,,,,
29572,1836,Gutierrez,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-33.8245,-58.4715,,,,
6065,1837,LaBarquita,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.2114,-58.3838,True,72,2026-08-31T01:00:00.000Z,
25461,1838,Lujan,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.4434,-58.5257,,,,
6066,1838,Lujan,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.4434,-58.5257,,,,
29562,1838,Lujan,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.4434,-58.5257,False,0,,
29553,1838,Lujan,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.4434,-58.5257,,,,
6067,1839,Mini,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.2289,-58.404,True,72,2026-08-31T01:00:00.000Z,
29559,1839,Mini,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.2289,-58.404,,,,
29550,1839,Mini,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.2289,-58.404,False,0,,
25463,1840,Palmas,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.3814,-58.4556,,,,
29573,1840,Palmas,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.3814,-58.4556,False,0,,
25480,1840,Palmas,Río de la Plata,Caudal medio diario,40,,puntos_FDelta,,-34.3814,-58.4556,False,0,,
25464,1841,SanAntonio,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.4193,-58.5091,,,,
6069,1841,SanAntonio,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-34.4193,-58.5091,True,72,2026-08-31T01:00:00.000Z,False
29552,1841,SanAntonio,Río de la Plata,Caudal,4,,puntos_FDelta,,-34.4193,-58.5091,,,,
6070,1842,Sauce,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-33.9453,-58.4282,,,,
29565,1842,Sauce,Río de la Plata,Caudal,4,,puntos_FDelta,,-33.9453,-58.4282,False,0,,
25466,1843,Uruguay,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-33.9017,-58.4268,,,,
6071,1843,Uruguay,Río de la Plata,Altura hidrométrica,2,,puntos_FDelta,,-33.9017,-58.4268,True,72,2026-08-31T01:00:00.000Z,
25481,1843,Uruguay,Río de la Plata,Caudal medio diario,40,,puntos_FDelta,,-33.9017,-58.4268,,,,
26436,1877,Paraná Miní,Paraná Miní,Altura hidrométrica media diaria,39,,ina_delta,,-34.185121,-58.501874,False,0,,
6133,1878,Santa Cruz - Charles Fuhr,Santa Cruz,Caudal,4,,alturas_bdhi,,-50.2521111111111,-71.9078055555556,,,,
6132,1879,LAGO VIEDMA - LAGO VIEDMA,Lago Viedma,Altura hidrométrica,2,,alturas_bdhi,,-49.3943333333333,-72.8693055555556,,,,
29919,1879,LAGO VIEDMA - LAGO VIEDMA,Lago Viedma,Altura hidrométrica media diaria,39,,alturas_bdhi,,-49.3943333333333,-72.8693055555556,,,,
6134,1880,LAGO SAN MARTIN - BRAZO CHACABUCO,Lago San Martin,Altura hidrométrica,2,,alturas_bdhi,,-49.1239444444444,-72.4856388888889,False,0,,
6136,1882,Deseado - Ruta Provincial Nº47,Deseado,Altura hidrométrica,2,,alturas_bdhi,,-47.8289916666667,-66.5928444444444,,,,
6139,1883,Oro - Camino a Ñires,Oro,Altura hidrométrica,2,,alturas_bdhi,,-47.4203722222222,-71.9429277777778,,,,
6141,1884,Deseado-Ruta Provincial Nº 039,Deseado,Altura hidrométrica,2,,alturas_bdhi,,-46.726525,-69.5937666666667,,,,
6142,1884,Deseado-Ruta Provincial Nº 039,Deseado,Caudal,4,,alturas_bdhi,,-46.726525,-69.5937666666667,,,,
29916,1884,Deseado-Ruta Provincial Nº 039,Deseado,Altura hidrométrica media diaria,39,,alturas_bdhi,,-46.726525,-69.5937666666667,,,,
6144,1885,LAGO ARGENTINO - CALAFATE,Lago Argentino,Altura hidrométrica,2,,alturas_bdhi,,-50.32,-72.261,,,,
29917,1885,LAGO ARGENTINO - CALAFATE,Lago Argentino,Altura hidrométrica media diaria,39,,alturas_bdhi,,-50.32,-72.261,False,0,,
29922,1886,LAGO PUEYRREDON - LAGO PUEYRREDON,Lago Pueyrredón,Altura hidrométrica media diaria,39,,alturas_bdhi,,-47.3759166666667,-71.9675833333333,False,0,,
6146,1887,LAGO THAR - EA SANTA ANGELICA,Lago Thar,Altura hidrométrica,2,,alturas_bdhi,,-49.2693055555556,-71.9960833333333,False,0,,
6147,1888,Gallegos - Puente Blanco,Gallegos,Altura hidrométrica,2,,alturas_bdhi,,-51.8948055555556,-71.5975277777778,False,0,,
29924,1888,Gallegos - Puente Blanco,Gallegos,Altura hidrométrica media diaria,39,,alturas_bdhi,,-51.8948055555556,-71.5975277777778,,,,
6154,1891,Gallegos - Toma de Agua SP,Gallegos,Altura hidrométrica,2,,alturas_bdhi,,-51.6883444444444,-69.6554388888889,,,,
6155,1891,Gallegos - Toma de Agua SP,Gallegos,Caudal,4,,alturas_bdhi,,-51.6883444444444,-69.6554388888889,,,,
6157,1892,CENTINELA - RUTA PROVINCIAL Nº 070,Centinela,Altura hidrométrica,2,,alturas_bdhi,,-50.3519722222222,-72.5059444444444,,,,
29928,1892,CENTINELA - RUTA PROVINCIAL Nº 070,Centinela,Altura hidrométrica media diaria,39,,alturas_bdhi,,-50.3519722222222,-72.5059444444444,False,0,,
6161,1893,Chico - Gregores,Chico,Caudal,4,,alturas_bdhi,,-48.7520083333333,-70.32075,False,0,,
6167,1896,LA LEONA - LA LEONA,La Leona,Altura hidrométrica,2,,alturas_bdhi,,-49.7971944444444,-72.0640277777778,,,,
6168,1896,LA LEONA - LA LEONA,La Leona,Caudal,4,,alturas_bdhi,,-49.7971944444444,-72.0640277777778,,,,
6170,1897,Vizcachas - Cerro Palique,Vizcachas,Altura hidrométrica,2,,alturas_bdhi,,-50.99605,-72.1065722222222,,,,
6174,1898,De las Vueltas - Parque Nac. los Glaciares,De las Vueltas,Caudal,4,,alturas_bdhi,,-49.3432777777778,-72.8607222222222,,,,
29934,1898,De las Vueltas - Parque Nac. los Glaciares,De las Vueltas,Altura hidrométrica media diaria,39,,alturas_bdhi,,-49.3432777777778,-72.8607222222222,,,,
6177,1899,Los Antiguos - Ruta Provincial Nº 043,Los Antiguos,Caudal,4,,alturas_bdhi,,-46.554075,-71.6396138888889,,,,
29935,1899,Los Antiguos - Ruta Provincial Nº 043,Los Antiguos,Altura hidrométrica media diaria,39,,alturas_bdhi,,-46.554075,-71.6396138888889,,,,
6179,1900,LAGO BUENOS AIRES - LOS ANTIGUOS,Lago Buenos Aires,Altura hidrométrica,2,,alturas_bdhi,,-46.5387777777778,-71.6096944444444,False,0,,
29936,1900,LAGO BUENOS AIRES - LOS ANTIGUOS,Lago Buenos Aires,Altura hidrométrica media diaria,39,,alturas_bdhi,,-46.5387777777778,-71.6096944444444,,,,
29940,1904,Foyel - Ruta Nacional Nº 258,Foyel,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.7132777777778,-71.4414166666667,,,,
29941,1905,LAGO ESCONDIDO - EL FOYEL,Lago Escondido,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.6997222222222,-71.6172222222222,,,,
29942,1906,MANSO - MANSO INFERIOR,Manso,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.556,-71.7804166666667,,,,
6194,1907,Azul - El Azul,Quemquentreu ,Altura hidrométrica,2,,alturas_bdhi,,-41.9526805555556,-71.5392111111111,,,,
29943,1907,Azul - El Azul,Quemquentreu ,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.9526805555556,-71.5392111111111,,,,
6197,1908,QUEMQUEMTREU - ESCUELA Nº 139,Quemquentreu ,Altura hidrométrica,2,,alturas_bdhi,,-41.89825,-71.5022222222222,False,0,,
6200,1909,FOYEL - CONFLUENCIA CON EL MANSO,Foyel,Altura hidrométrica,2,,alturas_bdhi,,-41.6008055555556,-71.7153888888889,False,0,,
29945,1909,FOYEL - CONFLUENCIA CON EL MANSO,Foyel,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.6008055555556,-71.7153888888889,,,,
6203,1910,Manso - Lago Steffen,Manso,Altura hidrométrica,2,,alturas_bdhi,,-41.5159361111111,-71.5364027777778,False,0,,
6204,1910,Manso - Lago Steffen,Manso,Caudal,4,,alturas_bdhi,,-41.5159361111111,-71.5364027777778,,,,
29946,1910,Manso - Lago Steffen,Manso,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.5159361111111,-71.5364027777778,,,,
6206,1911,Villegas - Ruta Nacional Nº 258,Villegas,Altura hidrométrica,2,,alturas_bdhi,,-41.5800833333333,-71.4999444444445,,,,
29947,1911,Villegas - Ruta Nacional Nº 258,Villegas,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.5800833333333,-71.4999444444445,,,,
6209,1912,AZUL - PUESTO 1,Azul,Altura hidrométrica,2,,alturas_bdhi,,-41.9588333333333,-71.5659722222222,,,,
29949,1913,RAQUEL - EL AZUL,Raquel,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.9258333333333,-71.5580555555556,,,,
29950,1914,EL TERNERO - CUESTA DEL TERNERO,El Ternero,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.9532222222222,-71.3819166666667,,,,
6216,1915,Escondido - El Foyel,Escondido,Caudal,4,,alturas_bdhi,,-41.6797777777778,-71.5652777777778,,,,
29951,1915,Escondido - El Foyel,Escondido,Altura hidrométrica media diaria,39,,alturas_bdhi,,-41.6797777777778,-71.5652777777778,,,,
6218,1916,MANSO - POBLADOR TURRA,Manso,Altura hidrométrica,2,,alturas_bdhi,,-41.5935277777778,-71.5208888888889,,,,
6220,1917,Paraguay - Isla del Cerrito,Paraguay,Altura hidrométrica,2,,alturas_bdhi,,-27.2890194444444,-58.6096333333333,,,,
6222,1918,POTRERO-RUTA PROVINCIAL Nº 001,Potrero,Caudal,4,,alturas_bdhi,,-31.5123333333333,-60.4624166666667,,,,
29955,1922,Los Amores - Ruta Nacional Nº 011,Los Amores,Altura hidrométrica media diaria,39,,alturas_bdhi,,-28.5559444444444,-59.3558055555556,False,0,,
29956,1923,LEYES - RUTA PROVINCIAL Nº 001,Leyes,Altura hidrométrica media diaria,39,,alturas_bdhi,,-31.4948055555556,-60.4251111111111,,,,
6235,1924,Saladillo Amargo - Vera Mujica (RP 281),Saladillo Amargo,Altura hidrométrica,2,,alturas_bdhi,,-30.8419444444444,-60.4116388888889,,,,
6236,1924,Saladillo Amargo - Vera Mujica (RP 281),Saladillo Amargo,Caudal,4,,alturas_bdhi,,-30.8419444444444,-60.4116388888889,False,0,,
29957,1924,Saladillo Amargo - Vera Mujica (RP 281),Saladillo Amargo,Altura hidrométrica media diaria,39,,alturas_bdhi,,-30.8419444444444,-60.4116388888889,,,,
6244,1927,San Javier - Romang,San Javier,Altura hidrométrica,2,,alturas_bdhi,,-29.5051111111111,-59.7397222222222,False,0,,
29958,1927,San Javier - Romang,San Javier,Altura hidrométrica media diaria,39,,alturas_bdhi,,-29.5051111111111,-59.7397222222222,False,0,,
6246,1928,MALABRIGO - RUTA PROVINCIAL Nº 088 S,Malabrigo,Caudal,4,,alturas_bdhi,,-29.3649722222222,-59.7778888888889,False,0,,
6248,1929,El Toba - Margarita,El Toba,Caudal,4,,alturas_bdhi,,-29.7300555555556,-60.0075833333333,,,,
6252,1931,El Rey - Ruta Nacional Nº 011,El Rey,Altura hidrométrica,2,,alturas_bdhi,,-29.1333333333333,-59.6546944444444,,,,
29963,1932,Coronda - Batallón 601,Coronda,Altura hidrométrica media diaria,39,,alturas_bdhi,,-31.6940555555556,-60.7459722222222,,,,
6254,1933,Tapenagá - Florencia,Tapenagá,Altura hidrométrica,2,,alturas_bdhi,,-28.029,-59.2250277777778,,,,
29964,1933,Tapenagá - Florencia,Tapenagá,Altura hidrométrica media diaria,39,,alturas_bdhi,,-28.029,-59.2250277777778,False,0,,
6260,1935,SAN JAVIER - CAYASTÁ,San Javier,Altura hidrométrica,2,,alturas_bdhi,,-31.1981944444444,-60.1568611111111,False,0,,
29966,1939,San Javier - Helvecia,San Javier,Altura hidrométrica media diaria,39,,alturas_bdhi,,-31.1041666666667,-60.0835277777778,,,,
6274,1940,Saladillo Dulce - La Noria (RP 281),Saladillo Dulce,Caudal,4,,alturas_bdhi,,-30.8548333333333,-60.2821944444444,,,,
29967,1940,Saladillo Dulce - La Noria (RP 281),Saladillo Dulce,Altura hidrométrica media diaria,39,,alturas_bdhi,,-30.8548333333333,-60.2821944444444,,,,
6277,1942,Paraná - Timbúes,Paraná,Altura hidrométrica,2,,alturas_bdhi,,-32.6583333333333,-60.7305555555556,,,,
29969,1942,Paraná - Timbúes,Paraná,Altura hidrométrica media diaria,39,,alturas_bdhi,,-32.6583333333333,-60.7305555555556,,,,
6280,1943,Laguna La Picasa - RN33,Laguna La Picasa,Altura hidrométrica,2,,alturas_bdhi,,-34.3268111111111,-62.8114583333333,,,,
6285,1945,Canal Línea Paraná - Rp Nº 3,Canal lí­nea Paraná,Altura hidrométrica,2,,alturas_bdhi,,-28.1103888888889,-59.9758055555556,,,,
29972,1947,SAN JAVIER - SANTA ROSA,San Javier,Altura hidrométrica media diaria,39,,alturas_bdhi,,-31.4176111111111,-60.3294444444444,False,0,,
29973,1948,EL MONJE - ZONA RURAL,El Monje,Altura hidrométrica media diaria,39,,alturas_bdhi,,-32.384,-60.9087777777778,,,,
6297,1951,San Javier - Saladero Cabal,San Javier,Altura hidrométrica,2,,alturas_bdhi,,-30.8805833333333,-60.0343888888889,,,,
6298,1952,SANTA RITA - RUTA PROVINCIAL Nº 001,Santa Rita,Altura hidrométrica,2,,alturas_bdhi,,-31.4945,-60.4409166666667,,,,
29975,1952,SANTA RITA - RUTA PROVINCIAL Nº 001,Santa Rita,Altura hidrométrica media diaria,39,,alturas_bdhi,,-31.4945,-60.4409166666667,,,,
6301,1953,Salado - Agua Abajo Azud Colonia Dora,Salado,Altura hidrométrica,2,,alturas_bdhi,,-28.5583833333333,-62.8868472222222,False,0,,
6302,1954,Salado - Suncho Corral,Salado,Altura hidrométrica,2,,alturas_bdhi,,-27.940175,-63.4397944444444,,,,
29977,1954,Salado - Suncho Corral,Salado,Altura hidrométrica media diaria,39,,alturas_bdhi,,-27.940175,-63.4397944444444,,,,
6308,1956,Dulce - Dique los Quiroga,Dulce,Altura hidrométrica,2,,alturas_bdhi,,-27.651,-64.3626138888889,,,,
29979,1956,Dulce - Dique los Quiroga,Dulce,Altura hidrométrica media diaria,39,,alturas_bdhi,,-27.651,-64.3626138888889,,,,
6309,1957,Salado - El Arenal,Salado,Altura hidrométrica,2,,alturas_bdhi,,-26.3742194444444,-63.7244055555556,False,0,,
6310,1957,Salado - El Arenal,Salado,Caudal,4,,alturas_bdhi,,-26.3742194444444,-63.7244055555556,,,,
29980,1957,Salado - El Arenal,Salado,Altura hidrométrica media diaria,39,,alturas_bdhi,,-26.3742194444444,-63.7244055555556,,,,
6312,1958,Canal de Dios - Canal de Dios,Canal de Dios,Altura hidrométrica,2,,alturas_bdhi,,-25.6107777777778,-63.9480583333333,,,,
6315,1959,Dulce - Tuhama,Dulce,Altura hidrométrica,2,,alturas_bdhi,,-28.0147222222222,-64.0979166666667,,,,
29982,1959,Dulce - Tuhama,Dulce,Altura hidrométrica media diaria,39,,alturas_bdhi,,-28.0147222222222,-64.0979166666667,,,,
6318,1960,Carcaraña - Cruz Alta,Carcaraña,Caudal,4,,alturas_bdhi,,-33.0056194444444,-61.787425,,,,
29984,1961,EL DURAZNO - LA FLORIDA,El durazno,Altura hidrométrica media diaria,39,,alturas_bdhi,,-32.2333333333333,-64.7833333333333,False,0,,
6324,1963,Miraflores - Sayate,Miraflores,Altura hidrométrica,2,,alturas_bdhi,,-22.9008333333333,-65.8494444444444,,,,
29986,1963,Miraflores - Sayate,Miraflores,Altura hidrométrica media diaria,39,,alturas_bdhi,,-22.9008333333333,-65.8494444444444,False,0,,
6326,1964,San Francisco - Caimancito,San Francisco,Altura hidrométrica,2,,alturas_bdhi,,-23.7120555555556,-64.5395833333333,,,,
6327,1964,San Francisco - Caimancito,San Francisco,Caudal,4,,alturas_bdhi,,-23.7120555555556,-64.5395833333333,,,,
29987,1964,San Francisco - Caimancito,San Francisco,Altura hidrométrica media diaria,39,,alturas_bdhi,,-23.7120555555556,-64.5395833333333,,,,
35885,1964,San Francisco - Caimancito,San Francisco,Caudal medio diario,40,,alturas_bdhi,,-23.7120555555556,-64.5395833333333,False,0,,
6329,1965,Iruya - San José,Iruya,Caudal,4,,alturas_bdhi,,-22.8655,-64.7036388888889,False,0,,
29685,1966,Bermejo - Aguas Blancas,Bermejo,Altura hidrométrica media diaria,39,,alturas_bdhi,,-22.7249,-64.3646055555556,,,,
6335,1967,JURAMENTO - EL TUNAL,Juramento,Caudal,4,,alturas_bdhi,,-25.2266666666667,-64.4769444444444,,,,
43052,1967,JURAMENTO - EL TUNAL,Juramento,Caudal medio diario,40,,alturas_bdhi,,-25.2266666666667,-64.4769444444444,,,,
6338,1968,Canal Macapillo - Macapillo,Canal Macapillo,Caudal,4,,alturas_bdhi,,-25.4134805555556,-63.9761555555556,,,,
6340,1969,BERMEJO - POZO SARMIENTO,Bermejo,Altura hidrométrica,2,,alturas_bdhi,,-23.2166666666667,-64.2,,,,
6341,1969,BERMEJO - POZO SARMIENTO,Bermejo,Caudal,4,,alturas_bdhi,,-23.2166666666667,-64.2,,,,
35884,1969,BERMEJO - POZO SARMIENTO,Bermejo,Caudal medio diario,40,,alturas_bdhi,,-23.2166666666667,-64.2,,,,
6343,1970,Bermejo - Balapuca,Bermejo,Altura hidrométrica,2,,alturas_bdhi,,-22.4924722222222,-64.4635555555556,,,,
6344,1970,Bermejo - Balapuca,Bermejo,Caudal,4,,alturas_bdhi,,-22.4924722222222,-64.4635555555556,False,0,,
29993,1971,Bermejo - Alarache,Bermejo,Altura hidrométrica media diaria,39,,alturas_bdhi,,-22.2492777777778,-64.58675,,,,
6350,1973,PESCADO - CUATRO CEDROS,Pescado,Altura hidrométrica,2,,alturas_bdhi,,-22.8,-64.4833333333333,,,,
29994,1973,PESCADO - CUATRO CEDROS,Pescado,Altura hidrométrica media diaria,39,,alturas_bdhi,,-22.8,-64.4833333333333,,,,
6351,1974,Arenales - El Encon,Arenales,Altura hidrométrica,2,,alturas_bdhi,,-24.8423055555556,-65.59325,False,0,,
29995,1974,Arenales - El Encon,Arenales,Altura hidrométrica media diaria,39,,alturas_bdhi,,-24.8423055555556,-65.59325,,,,
6353,1975,Canal Finca Agropecuaria - Finca Agropecuaria,Canal Finca Agropecuaria,Altura hidrométrica,2,,alturas_bdhi,,-25.1608111111111,-64.1060111111111,,,,
6354,1975,Canal Finca Agropecuaria - Finca Agropecuaria,Canal Finca Agropecuaria,Caudal,4,,alturas_bdhi,,-25.1608111111111,-64.1060111111111,,,,
6356,1976,TARIJA - SAN TELMO,Tarija,Altura hidrométrica,2,,alturas_bdhi,,-22.5711111111111,-64.24,,,,
6357,1976,TARIJA - SAN TELMO,Tarija,Caudal,4,,alturas_bdhi,,-22.5711111111111,-64.24,,,,
29998,1978,Pilcomayo - La Paz,Pilcomayo,Altura hidrométrica media diaria,39,,alturas_bdhi,,-22.3775,-62.5234722222222,,,,
6363,1978,Pilcomayo - La Paz,Pilcomayo,Caudal medio diario,40,,alturas_bdhi,,-22.3775,-62.5234722222222,,,,
6365,1979,De las Conchas - La Punilla,De las Conchas,Altura hidrométrica,2,,alturas_bdhi,,-26.0119194444444,-65.8231138888889,,,,
29999,1979,De las Conchas - La Punilla,De las Conchas,Altura hidrométrica media diaria,39,,alturas_bdhi,,-26.0119194444444,-65.8231138888889,,,,
6369,1980,JURAMENTO - EL QUEBRACHAL,Juramento,Caudal,4,,alturas_bdhi,,-25.3438888888889,-64.0455555555556,False,0,,
6371,1981,Senguerr - Facundo,Senguerr,Altura hidrométrica,2,,alturas_bdhi,,-45.3192777777778,-69.9477694444444,,,,
30001,1981,Senguerr - Facundo,Senguerr,Altura hidrométrica media diaria,39,,alturas_bdhi,,-45.3192777777778,-69.9477694444444,,,,
6375,1983,CHUBUT - EL MAITÉN,Chubut,Caudal,4,,alturas_bdhi,,-42.0997222222222,-71.1699444444445,,,,
30003,1983,CHUBUT - EL MAITÉN,Chubut,Altura hidrométrica media diaria,39,,alturas_bdhi,,-42.0997222222222,-71.1699444444445,,,,
30005,1985,CHUBUT - TRELEW,Chubut,Altura hidrométrica media diaria,39,,alturas_bdhi,,-43.2760194444444,-65.2734305555555,,,,
30006,1986,CHUBUT - GUALJAINA,Chubut,Altura hidrométrica media diaria,39,,alturas_bdhi,,-42.6097222222222,-70.3844444444445,,,,
6385,1987,GUALJAINA - GUALJAINA,Gualjaina,Altura hidrométrica,2,,alturas_bdhi,,-42.6534444444444,-70.4387777777778,,,,
6389,1989,ARRAYANES - LAGO VERDE,Arrayanes,Altura hidrométrica,2,,alturas_bdhi,,-42.7441666666667,-71.7416666666667,False,0,,
6390,1989,ARRAYANES - LAGO VERDE,Arrayanes,Caudal,4,,alturas_bdhi,,-42.7441666666667,-71.7416666666667,False,0,,
30009,1989,ARRAYANES - LAGO VERDE,Arrayanes,Altura hidrométrica media diaria,39,,alturas_bdhi,,-42.7441666666667,-71.7416666666667,,,,
6392,1990,SITUACIÓN - ESCUELA Nº 90,Situación,Altura hidrométrica,2,,alturas_bdhi,,-43.1325,-71.5547222222222,,,,
6398,1991,CARRILEUFÚ - CHOLILA,Carrileufú,Caudal,4,,alturas_bdhi,,-42.4955555555556,-71.5411111111111,,,,
30012,1992,LAGO VINTER - VINTER,Lago Vinter,Altura hidrométrica media diaria,39,,alturas_bdhi,,-43.9195,-71.4284444444445,,,,
6401,1993,FONTANA - ESTANCIA AMANCAY,Fontana,Altura hidrométrica,2,,alturas_bdhi,,-42.9913888888889,-71.5586111111111,,,,
6402,1993,FONTANA - ESTANCIA AMANCAY,Fontana,Caudal,4,,alturas_bdhi,,-42.9913888888889,-71.5586111111111,,,,
30013,1993,FONTANA - ESTANCIA AMANCAY,Fontana,Altura hidrométrica media diaria,39,,alturas_bdhi,,-42.9913888888889,-71.5586111111111,False,0,,
6404,1994,MENENDEZ - PUERTO CHUCAO,Menendez,Altura hidrométrica,2,,alturas_bdhi,,-42.7308333333333,-71.7580555555556,,,,
30014,1994,MENENDEZ - PUERTO CHUCAO,Menendez,Altura hidrométrica media diaria,39,,alturas_bdhi,,-42.7308333333333,-71.7580555555556,,,,
6405,1995,NAHUEL PAN - BOQUETE NAHUEL PAN,Nahuel Pan,Altura hidrométrica,2,,alturas_bdhi,,-43.0838888888889,-71.2541944444445,,,,
30015,1995,NAHUEL PAN - BOQUETE NAHUEL PAN,Nahuel Pan,Altura hidrométrica media diaria,39,,alturas_bdhi,,-43.0838888888889,-71.2541944444445,,,,
6406,1996,LAGO PUELO - LAGO PUELO,Puelo,Altura hidrométrica,2,,alturas_bdhi,,-42.0983333333333,-71.6161111111111,,,,
